ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,momrule,poploc,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,nsibs,relateg,age,sex,raceg,marst,school,educrec,schltype,occscore,sei,inctot,incwage,incfarm,incss,poverty,migrat5g,movedin,binaryClass
Rented,999999.0,487.0,9941.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,67.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,3340.0,0.0,0,3340.0,133.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),85000.0,0.0,47584.0,2,1,1,2,2,1,1,1,0,0,7,0,0,1,2,Child,23.0,Female,White,Never_married_single,Yes_in_school,Grade_12,Public_school,25.0,44.0,2335.0,2335.0,0,0.0,237.0,Same_house,0,P
Owned_or_being_bought_(loan),275000.0,0.0,29558.0,4,1,1,0,0,0,0,0,0,0,2,1,0,3,0,Other_non-relatives,28.0,Female,White,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,20.0,9.0,22800.0,20000.0,0,0.0,267.0,Moved_place_not_reported,0,P
Rented,999999.0,512.0,4000.0,2,0,1,1,0,0,0,0,0,0,2,1,0,2,0,Partner_friend_visitor,39.0,Female,White,Never_married_single,No_not_in_school,Grade_5-8,Not_enrolled,17.0,13.0,6446.0,4800.0,0,0.0,75.0,Same_house,0,P
Rented,999999.0,675.0,24000.0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Other_non-relatives,30.0,Female,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,30.0,44.0,16000.0,16000.0,0,0.0,248.0,Moved_place_not_reported,0,P
Rented,999999.0,675.0,12481.0,3,0,2,0,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,60.0,Male,White,Never_married_single,No_not_in_school,Grade_5-8,Not_enrolled,24.0,44.0,8800.0,8000.0,0,0.0,136.0,Moved_place_not_reported,0,P
Rented,999999.0,1000.0,28000.0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,24.0,Female,Black_Negro,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,17.0,8.0,28000.0,28000.0,0,0.0,434.0,Moved_place_not_reported,2,P
Rented,999999.0,875.0,16760.0,1,2,1,0,0,0,0,0,4,1,7,0,0,1,0,Sibling-in-Law,44.0,Male,White,Married_spouse_present,No_not_in_school,Grade_1-4,Not_enrolled,22.0,18.0,2880.0,0.0,0,0.0,83.0,Moved_place_not_reported,0,N
Rented,999999.0,675.0,15900.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,16.0,Female,White,Never_married_single,Yes_in_school,Grade_9,Public_school,0.0,0.0,0.0,0.0,0,0.0,107.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),77500.0,0.0,55152.0,1,1,1,2,2,1,1,1,0,0,7,0,0,1,2,Child,9.0,Female,White,Never_married_single,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,0.0,999999.0,999999,99999.0,279.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,43105.0,1,1,1,1,2,1,1,1,0,0,11,0,0,1,8,Child,17.0,Male,White,Never_married_single,Yes_in_school,Grade_12,Public_school,25.0,44.0,2000.0,2000.0,0,0.0,180.0,Same_house,0,N
Owned_or_being_bought_(loan),225000.0,0.0,49314.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,13.0,Female,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,392.0,Same_house,0,P
Owned_or_being_bought_(loan),350000.0,0.0,69115.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,52.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,22.0,61.0,11375.0,10700.0,0,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),350000.0,0.0,139300.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,62.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,31.0,65.0,139300.0,132000.0,0,0.0,501.0,Same_house,7,P
Owned_or_being_bought_(loan),187500.0,0.0,32463.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,71.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,28575.0,0.0,0,8028.0,433.0,Same_house,8,P
Owned_or_being_bought_(loan),400000.0,0.0,34000.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,43.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,35.0,62.0,0.0,0.0,0,0.0,409.0,Same_house,0,P
Owned_or_being_bought_(loan),400000.0,0.0,128603.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,54.0,Male,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,38.0,68.0,98603.0,0.0,0,0.0,501.0,Same_house,5,P
Owned_or_being_bought_(loan),85000.0,0.0,24640.0,1,1,1,1,0,0,0,0,2,1,5,3,0,1,0,Head_Householder,42.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,23.0,18.0,11200.0,7600.0,0,0.0,162.0,Same_house,6,P
Owned_or_being_bought_(loan),225000.0,0.0,45000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,41.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,41.0,68.0,45000.0,40000.0,0,0.0,501.0,Same_house,5,P
Rented,999999.0,337.0,15189.0,1,1,1,1,1,1,2,1,0,0,6,0,0,1,3,Child,6.0,Female,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,None_or_preschool,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,92.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),17500.0,0.0,49271.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,24.0,Female,Chinese,Never_married_single,Yes_in_school,4+_years_of_college,Public_school,37.0,78.0,8200.0,8200.0,0,0.0,319.0,Same_house,0,P
Rented,999999.0,575.0,15000.0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,26.0,Male,White,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,23.0,18.0,15000.0,15000.0,0,0.0,233.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),112500.0,0.0,12978.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,64.0,Female,White,Widowed,No_not_in_school,Grade_12,Not_enrolled,41.0,72.0,12978.0,0.0,0,7654.0,201.0,Same_house,6,P
Rented,999999.0,412.0,41000.0,1,0,1,1,0,0,0,0,0,0,8,1,0,1,0,Parent,48.0,Female,White,Married_spouse_absent,No_not_in_school,None_or_preschool,Not_enrolled,24.0,19.0,10000.0,10000.0,0,0.0,181.0,Moved_place_not_reported,0,P
Rented,999999.0,675.0,63000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,42.0,Male,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,31.0,65.0,63000.0,63000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Rented,999999.0,1000.0,67000.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,49.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,25.0,52.0,0.0,0.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,875.0,32530.0,1,2,3,2,10,7,7,3,0,0,10,0,0,1,1,Other_relatives,12.0,Female,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,126.0,Moved_place_not_reported,0,P
Rented,999999.0,875.0,71300.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,11.0,Female,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),275000.0,0.0,40624.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,66.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,38002.0,0.0,0,9480.0,501.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),275000.0,0.0,25664.0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Head_Householder,82.0,Female,White,Widowed,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,7464.0,0.0,0,5892.0,342.0,Same_house,5,P
Owned_or_being_bought_(loan),400000.0,0.0,18975.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,61.0,Female,White,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,22.0,45.0,18975.0,18975.0,0,0.0,294.0,Same_house,5,N
Owned_or_being_bought_(loan),225000.0,0.0,27058.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,48.0,Male,Chinese,Married_spouse_present,No_not_in_school,Grade_10,Not_enrolled,24.0,47.0,10800.0,10800.0,0,0.0,215.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),187500.0,0.0,58425.0,1,1,1,1,0,0,0,0,2,2,4,2,0,1,0,Head_Householder,43.0,Female,Chinese,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,0.0,0.0,4719.0,0.0,0,0.0,465.0,Same_house,6,P
Rented,999999.0,875.0,1305.0,1,0,1,0,0,0,0,0,0,0,5,0,0,1,1,Sibling,29.0,Male,White,Never_married_single,No_not_in_school,None_or_preschool,Not_enrolled,22.0,18.0,0.0,0.0,0,0.0,8.0,Moved_place_not_reported,0,N
Owned_or_being_bought_(loan),350000.0,0.0,70000.0,1,1,1,1,2,1,1,1,0,0,7,0,0,1,4,Child,9.0,Female,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,377.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,0.0,1,1,1,1,0,0,0,0,2,2,4,2,0,1,0,Head_Householder,45.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,1.0,Moved_place_not_reported,6,P
Rented,999999.0,462.0,7850.0,1,0,2,0,0,0,0,0,0,0,5,2,0,1,1,Sibling,32.0,Female,White,Separated,No_not_in_school,Grade_11,Not_enrolled,14.0,26.0,1000.0,1000.0,0,0.0,53.0,Moved_place_not_reported,0,P
Rented,999999.0,537.0,65000.0,1,1,1,1,2,1,1,1,0,0,3,0,0,1,0,Child,23.0,Male,White,Never_married_single,No_not_in_school,Grade_10,Not_enrolled,22.0,15.0,0.0,0.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,120300.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,5.0,Male,Black_Negro,Never_married_single,Yes_in_school,None_or_preschool,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),187500.0,0.0,57500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,32.0,Male,White,Divorced,Yes_in_school,Grade_12,Public_school,32.0,37.0,57500.0,56000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Rented,999999.0,575.0,24000.0,2,0,0,1,0,0,1,1,0,0,3,0,0,1,1,Child,6.0,Female,White,Never_married_single,Yes_in_school,None_or_preschool,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,240.0,Same_house,0,P
Rented,999999.0,282.0,18000.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,18.0,Male,White,Never_married_single,Yes_in_school,Grade_12,Public_school,0.0,0.0,0.0,0.0,0,0.0,141.0,Same_house,0,P
Owned_or_being_bought_(loan),400000.0,0.0,210966.0,1,1,1,2,2,1,1,1,0,0,6,0,0,1,2,Child,9.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),112500.0,0.0,39369.0,1,0,2,0,1,1,0,0,0,0,7,4,1,1,1,Child,32.0,Female,Black_Negro,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,0.0,0.0,15189.0,0.0,0,0.0,205.0,Same_house,0,P
Owned_or_being_bought_(loan),112500.0,0.0,40000.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,32.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,31.0,53.0,40000.0,38000.0,0,0.0,318.0,Moved_place_not_reported,2,P
Rented,999999.0,575.0,7320.0,2,0,1,0,0,0,0,0,0,0,3,2,0,1,0,Head_Householder,30.0,Female,Other_Asian_or_Pacific,Separated,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,7320.0,0.0,0,0.0,73.0,Moved_place_not_reported,2,P
Rented,999999.0,512.0,32400.0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,Child,31.0,Male,Other_Asian_or_Pacific,Divorced,No_not_in_school,Grade_12,Not_enrolled,24.0,44.0,25500.0,25000.0,0,0.0,390.0,Moved_place_not_reported,0,P
Rented,999999.0,437.0,14000.0,1,0,1,0,0,0,0,0,0,0,5,4,0,1,0,Head_Householder,35.0,Female,White,Separated,Yes_in_school,Grade_5-8,Public_school,23.0,18.0,14000.0,14000.0,0,0.0,95.0,Same_house,2,P
Rented,999999.0,187.0,5244.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,80.0,Female,Black_Negro,Widowed,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,5244.0,0.0,0,0.0,88.0,Same_house,5,P
Owned_or_being_bought_(loan),162500.0,0.0,52233.0,1,1,1,1,0,0,0,0,0,0,11,0,0,1,0,Other_relatives,24.0,Male,Black_Negro,Never_married_single,No_not_in_school,Grade_9,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,198.0,Same_house,0,P
Owned_or_being_bought_(loan),137500.0,0.0,36000.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,20.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,22.0,61.0,14400.0,14400.0,0,0.0,434.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),187500.0,0.0,32400.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,66.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,24.0,44.0,26400.0,0.0,0,8400.0,432.0,Same_house,7,P
Owned_or_being_bought_(loan),85000.0,0.0,43000.0,1,1,2,1,0,0,0,0,0,0,5,1,0,1,0,Head_Householder,59.0,Female,Japanese,Widowed,No_not_in_school,Grade_12,Not_enrolled,22.0,18.0,9000.0,9000.0,0,0.0,283.0,Same_house,8,N
Rented,999999.0,675.0,26436.0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Head_Householder,70.0,Male,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,15540.0,0.0,0,7320.0,353.0,Same_house,1,P
Rented,999999.0,875.0,34058.0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,Child,9.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,398.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,45000.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,11.0,Male,Black_Negro,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,358.0,Moved_place_not_reported,0,P
Rented,999999.0,537.0,30528.0,1,1,0,0,0,0,0,0,2,1,3,0,0,1,0,Head_Householder,24.0,Male,White,Married_spouse_present,Yes_in_school,Grade_12,Public_school,24.0,44.0,16577.0,16577.0,0,0.0,315.0,Moved_place_not_reported,1,P
Rented,999999.0,575.0,50000.0,1,1,1,1,0,0,0,0,1,1,3,1,1,1,0,Spouse,25.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,22.0,61.0,20000.0,20000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,71974.0,1,1,1,1,0,0,0,0,1,1,4,2,0,1,0,Spouse,53.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,875.0,47000.0,1,2,2,2,7,1,6,1,1,1,7,3,2,1,0,Spouse,33.0,Female,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,37.0,78.0,10000.0,10000.0,0,0.0,237.0,Moved_place_not_reported,0,P
Rented,999999.0,437.0,1700.0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,24.0,Female,White,Married_spouse_absent,No_not_in_school,Grade_10,Not_enrolled,22.0,18.0,1700.0,1700.0,0,0.0,26.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),275000.0,0.0,50759.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,54.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,36.0,66.0,38352.0,0.0,0,0.0,501.0,Same_house,6,P
Rented,999999.0,312.0,30000.0,1,1,1,1,0,0,0,0,1,1,4,2,0,1,0,Spouse,47.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,23.0,18.0,13000.0,13000.0,0,0.0,239.0,Moved_place_not_reported,0,P
Rented,999999.0,412.0,24000.0,1,1,1,1,0,0,0,0,1,1,4,2,0,1,0,Spouse,40.0,Female,White,Married_spouse_present,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,191.0,Same_house,0,P
Owned_or_being_bought_(loan),275000.0,0.0,15000.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,69.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,37.0,78.0,12000.0,0.0,0,12000.0,200.0,Same_house,7,P
Owned_or_being_bought_(loan),400000.0,0.0,97702.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,65.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,31.0,65.0,42000.0,42000.0,0,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),350000.0,0.0,50339.0,1,1,1,1,0,0,0,0,2,1,7,4,0,1,0,Head_Householder,65.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,20.0,9.0,20000.0,20000.0,0,0.0,254.0,Same_house,7,P
Owned_or_being_bought_(loan),225000.0,0.0,24000.0,1,1,1,1,1,1,2,1,0,0,3,0,0,1,0,Child,15.0,Female,White,Never_married_single,No_not_in_school,Grade_9,Not_enrolled,0.0,0.0,0.0,999999.0,999999,0.0,240.0,Same_house,0,P
Rented,999999.0,487.0,70900.0,1,1,1,1,0,0,0,0,2,1,5,3,2,1,0,Head_Householder,28.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,29.0,22.0,40900.0,40000.0,0,0.0,479.0,Same_house,2,P
Owned_or_being_bought_(loan),112500.0,0.0,51726.0,1,1,1,1,2,1,1,1,0,0,7,0,0,1,1,Child,22.0,Male,White,Never_married_single,Yes_in_school,Grade_12,Public_school,24.0,19.0,9000.0,0.0,0,0.0,257.0,Same_house,0,P
Owned_or_being_bought_(loan),225000.0,0.0,45200.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,6.0,Male,White,Never_married_single,Yes_in_school,None_or_preschool,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,359.0,Moved_place_not_reported,0,P
Rented,999999.0,575.0,43000.0,1,0,1,0,1,1,0,0,0,0,4,0,0,1,1,Child,8.0,Female,Black_Negro,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,342.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),275000.0,0.0,111050.0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,Other_non-relatives,36.0,Male,White,Divorced,No_not_in_school,4+_years_of_college,Not_enrolled,41.0,68.0,53000.0,52000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,625.0,17160.0,1,1,1,1,2,1,1,1,0,0,7,0,0,1,4,Child,15.0,Female,White,Never_married_single,Yes_in_school,Grade_10,Public_school,0.0,0.0,0.0,999999.0,999999,0.0,92.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),112500.0,0.0,14110.0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Other_non-relatives,28.0,Male,Black_Negro,Never_married_single,No_not_in_school,Grade_11,Not_enrolled,25.0,18.0,3600.0,3600.0,0,0.0,56.0,Same_house,0,P
Owned_or_being_bought_(loan),400000.0,0.0,59750.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,74.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,22.0,51.0,14160.0,0.0,0,11660.0,501.0,Same_house,0,P
Rented,999999.0,625.0,19000.0,1,1,1,1,0,0,0,0,1,2,6,1,0,1,0,Spouse,23.0,Male,White,Married_spouse_present,No_not_in_school,Grade_9,Not_enrolled,20.0,9.0,7000.0,7000.0,0,0.0,111.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,35693.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,44.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,25.0,44.0,33446.0,32764.0,0,0.0,430.0,Same_house,6,P
Owned_or_being_bought_(loan),85000.0,0.0,6450.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,71.0,Female,White,Widowed,No_not_in_school,Grade_10,Not_enrolled,24.0,47.0,6450.0,0.0,0,5400.0,108.0,Same_house,8,P
Owned_or_being_bought_(loan),350000.0,0.0,82200.0,1,2,2,2,0,0,0,0,6,1,6,1,0,1,0,Parent-in-Law,78.0,Male,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,0.0,0.0,3600.0,0.0,0,0.0,471.0,Same_house,0,P
Rented,999999.0,412.0,10158.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,33.0,Female,White,Married_spouse_present,No_not_in_school,None_or_preschool,Not_enrolled,23.0,18.0,0.0,0.0,0,0.0,102.0,Moved_place_not_reported,0,P
Rented,999999.0,875.0,60500.0,2,1,1,1,0,0,0,0,0,0,12,0,0,1,0,Other_relatives,7.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,241.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,70165.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,54.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,41.0,72.0,45220.0,42794.0,0,0.0,501.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),400000.0,0.0,16578.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,62.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,200.0,Same_house,0,P
Owned_or_being_bought_(loan),77500.0,0.0,43500.0,3,1,1,1,0,0,0,0,1,1,5,3,1,1,0,Spouse,37.0,Female,White,Married_spouse_present,No_not_in_school,Grade_11,Not_enrolled,23.0,18.0,20000.0,20000.0,0,0.0,294.0,Same_house,0,P
Owned_or_being_bought_(loan),137500.0,0.0,46742.0,1,0,2,0,1,1,0,0,0,0,6,0,0,1,2,Child,15.0,Male,Black_Negro,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,0.0,282.0,Same_house,0,P
Rented,999999.0,462.0,27060.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,70.0,Male,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,24.0,47.0,27060.0,17000.0,0,7800.0,455.0,Same_house,6,N
Rented,999999.0,362.0,11000.0,2,0,0,1,0,0,1,1,0,0,4,0,0,1,2,Child,13.0,Female,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,87.0,Same_house,0,P
Owned_or_being_bought_(loan),137500.0,0.0,36500.0,2,1,2,1,0,0,0,0,2,1,5,1,1,1,0,Head_Householder,34.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,41.0,68.0,34000.0,34000.0,0,0.0,241.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),350000.0,0.0,34201.0,1,1,1,1,2,7,1,1,0,0,3,0,0,1,0,Child,25.0,Female,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,37.0,78.0,31000.0,31000.0,0,0.0,353.0,Same_house,0,P
Rented,999999.0,875.0,42648.0,1,1,1,1,0,0,0,0,1,1,5,2,0,1,0,Spouse,27.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,11.0,16.0,1920.0,1920.0,0,0.0,281.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),275000.0,0.0,7880.0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,Other_non-relatives,24.0,Female,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,24.0,47.0,0.0,0.0,0,0.0,1.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,117000.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,37.0,Male,Black_Negro,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,32.0,37.0,69000.0,69000.0,0,0.0,501.0,Same_house,2,P
Rented,999999.0,575.0,19654.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,60.0,Female,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,21.0,45.0,19654.0,19654.0,0,0.0,305.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),162500.0,0.0,9000.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,7.0,Male,Black_Negro,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,61.0,Same_house,0,P
Owned_or_being_bought_(loan),400000.0,0.0,130000.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,47.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,24.0,44.0,58000.0,50000.0,0,0.0,501.0,Same_house,6,P
Owned_or_being_bought_(loan),400000.0,0.0,62000.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,22.0,Male,White,Never_married_single,Yes_in_school,1_to_3_years_of_college,Public_school,0.0,0.0,0.0,0.0,0,0.0,485.0,Same_house,0,P
Rented,999999.0,575.0,10400.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,6.0,Male,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,None_or_preschool,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,70.0,Moved_place_not_reported,0,P
